user_id,trips,traj_id
14,"['-73.98792419,40.74218831,2012-04-27 08:37:23', '-73.98792419,40.74218831,2012-04-27 16:24:35', '-73.98792419,40.74218831,2012-04-28 07:30:19', '-73.98792419,40.74218831,2012-04-28 20:54:17', '-73.98792419,40.74218831,2012-04-29 08:17:27', '-73.99469609,40.74001922,2012-04-29 12:42:30', '-73.98843795,40.7414075,2012-04-29 12:48:53']",train_100
14,"['-73.98792419,40.74218831,2012-05-03 07:17:27', '-73.98792419,40.74218831,2012-05-03 12:22:12', '-73.98792419,40.74218831,2012-05-04 07:23:17', '-73.98792419,40.74218831,2012-05-04 17:36:28', '-73.98784958,40.73821644,2012-05-04 20:52:28', '-73.98792419,40.74218831,2012-05-05 06:58:50', '-73.98792419,40.74218831,2012-05-05 12:01:34']",train_101
14,"['-73.98792419,40.74218831,2012-05-08 07:47:06', '-73.98792419,40.74218831,2012-05-08 14:15:47', '-73.98792419,40.74218831,2012-05-09 07:08:41', '-73.98792419,40.74218831,2012-05-09 19:08:24']",train_102
14,"['-73.98792419,40.74218831,2012-05-10 19:24:52', '-73.98792419,40.74218831,2012-05-11 07:52:23', '-73.99370327,40.734225,2012-05-11 14:06:12', '-73.98792419,40.74218831,2012-05-11 17:28:18', '-73.98943363,40.74186151,2012-05-11 18:16:29', '-73.98792419,40.74218831,2012-05-12 08:05:48', '-73.98792419,40.74218831,2012-05-12 17:58:35', '-73.98927859,40.73654942,2012-05-12 19:10:30', '-73.98792419,40.74218831,2012-05-13 07:51:04', '-73.98868174,40.74033689,2012-05-13 12:30:33', '-73.98843795,40.7414075,2012-05-13 18:33:02', '-73.98792419,40.74218831,2012-05-14 07:26:16', '-73.98792419,40.74218831,2012-05-14 08:51:24']",train_103
14,"['-73.98792419,40.74218831,2012-05-15 09:04:40', '-73.98792419,40.74218831,2012-05-15 12:12:55', '-73.99637755,40.72519123,2012-05-15 13:57:27', '-73.99730722,40.72576876,2012-05-15 14:00:27', '-73.98843795,40.7414075,2012-05-15 16:08:25', '-73.98792419,40.74218831,2012-05-15 16:09:10', '-73.98792419,40.74218831,2012-05-16 06:48:42', '-73.98792419,40.74218831,2012-05-16 13:38:22', '-73.98792419,40.74218831,2012-05-17 07:01:16', '-73.98792419,40.74218831,2012-05-17 14:01:59', '-73.98792419,40.74218831,2012-05-17 19:25:54', '-73.98792419,40.74218831,2012-05-18 10:34:50', '-73.98792419,40.74218831,2012-05-18 11:55:23', '-73.98943363,40.74186151,2012-05-18 17:22:18', '-73.98792419,40.74218831,2012-05-19 10:40:24', '-73.98792419,40.74218831,2012-05-19 17:08:47']",train_104
14,"['-73.98792419,40.74218831,2012-05-21 08:49:57', '-73.98943363,40.74186151,2012-05-21 16:36:18', '-73.98957127,40.74019282,2012-05-21 19:52:59', '-73.98792419,40.74218831,2012-05-22 06:16:08']",train_105
14,"['-73.98792419,40.74218831,2012-05-25 07:26:29', '-73.98843795,40.7414075,2012-05-25 13:07:48', '-73.98792419,40.74218831,2012-05-25 16:21:26', '-73.99115522,40.7406903,2012-05-25 20:12:19']",train_106
14,"['-73.98792419,40.74218831,2012-05-27 07:53:19', '-73.98792419,40.74218831,2012-05-27 12:06:43', '-74.00519371,40.74706189,2012-05-27 14:37:33', '-73.98792419,40.74218831,2012-05-28 07:25:59', '-73.98792419,40.74218831,2012-05-28 14:47:00', '-73.98943363,40.74186151,2012-05-28 18:02:23', '-73.98792419,40.74218831,2012-05-28 18:38:48', '-73.98792419,40.74218831,2012-05-29 08:30:07', '-73.98792419,40.74218831,2012-05-29 13:53:04', '-73.98901463,40.74265628,2012-05-29 19:23:08']",train_107
14,"['-73.98792419,40.74218831,2012-06-03 08:20:06', '-73.99469609,40.74001922,2012-06-03 11:51:46', '-73.98792419,40.74218831,2012-06-03 16:36:50', '-73.98792419,40.74218831,2012-06-04 08:04:48', '-73.98843795,40.7414075,2012-06-04 19:13:46', '-73.990549,40.739507,2012-06-04 19:44:46', '-73.98792419,40.74218831,2012-06-05 07:52:34', '-73.98792419,40.74218831,2012-06-06 06:55:05', '-73.98792419,40.74218831,2012-06-06 14:23:10', '-73.98792419,40.74218831,2012-06-07 08:06:21']",train_108
14,"['-74.038666,40.729798,2012-06-08 10:59:13', '-73.98792419,40.74218831,2012-06-08 11:41:14', '-73.98792419,40.74218831,2012-06-09 07:08:51', '-73.98918103,40.74095989,2012-06-09 07:47:32', '-73.98792419,40.74218831,2012-06-09 07:48:57', '-73.99048716,40.73416736,2012-06-09 18:15:31', '-73.98792419,40.74218831,2012-06-10 07:41:23', '-73.98906827,40.74190438,2012-06-10 08:27:29', '-73.98792419,40.74218831,2012-06-10 11:09:16', '-73.99803604,40.74492343,2012-06-10 13:32:59', '-73.99087975,40.74571043,2012-06-10 16:08:21', '-73.98792419,40.74218831,2012-06-10 17:17:37', '-73.98792419,40.74218831,2012-06-11 07:41:22', '-73.98792419,40.74218831,2012-06-11 11:14:19', '-73.98843795,40.7414075,2012-06-11 18:49:56', '-73.98792419,40.74218831,2012-06-12 08:31:13', '-73.98792419,40.74218831,2012-06-13 07:10:27', '-73.98906827,40.74190438,2012-06-13 15:18:39', '-73.98792419,40.74218831,2012-06-14 06:57:18']",train_109
14,"['-73.989902,40.741128,2012-06-16 16:40:47', '-73.98792419,40.74218831,2012-06-16 16:41:21', '-73.98843795,40.7414075,2012-06-16 18:23:15', '-73.98792419,40.74218831,2012-06-17 17:29:44', '-73.98792419,40.74218831,2012-06-18 05:35:43', '-73.98906827,40.74190438,2012-06-18 12:16:12', '-73.98792419,40.74218831,2012-06-18 12:32:15', '-73.98792419,40.74218831,2012-06-19 06:39:47']",train_110
14,"['-73.99357639,40.7507948,2012-06-20 19:25:07', '-73.98792419,40.74218831,2012-06-21 05:59:05', '-73.98906827,40.74190438,2012-06-21 10:39:05']",train_111
14,"['-73.98792419,40.74218831,2012-07-02 08:31:03', '-73.98906827,40.74190438,2012-07-02 09:07:12', '-73.98792419,40.74218831,2012-07-02 10:29:51', '-73.989902,40.741128,2012-07-02 16:49:31', '-73.98792419,40.74218831,2012-07-02 16:50:12', '-73.98843795,40.7414075,2012-07-02 18:45:09', '-73.98792419,40.74218831,2012-07-02 19:38:40', '-73.98792419,40.74218831,2012-07-03 08:17:54', '-73.98792419,40.74218831,2012-07-03 13:49:56', '-73.98792419,40.74218831,2012-07-04 06:48:35', '-73.99048716,40.73416736,2012-07-04 14:01:25', '-73.98792419,40.74218831,2012-07-04 18:49:41', '-73.98792419,40.74218831,2012-07-05 07:31:07', '-73.98906827,40.74190438,2012-07-05 18:33:11', '-73.98792419,40.74218831,2012-07-06 07:27:04', '-73.98906827,40.74190438,2012-07-06 08:00:41', '-73.99064541,40.7421523,2012-07-06 12:06:12', '-73.98792419,40.74218831,2012-07-06 12:32:11']",train_112
14,"['-73.98906827,40.74190438,2012-07-07 19:11:24', '-73.98906827,40.74190438,2012-07-08 15:02:12', '-73.98792419,40.74218831,2012-07-09 08:25:34']",train_113
14,"['-73.98943363,40.74186151,2012-07-10 19:50:13', '-73.98906827,40.74190438,2012-07-10 19:50:44', '-73.98906827,40.74190438,2012-07-11 17:38:49', '-73.98792419,40.74218831,2012-07-11 17:39:36', '-73.9890892,40.74118666,2012-07-12 08:08:36', '-73.98792419,40.74218831,2012-07-12 08:09:38', '-73.98906827,40.74190438,2012-07-12 15:21:58', '-73.98943363,40.74186151,2012-07-12 16:08:31', '-73.98792419,40.74218831,2012-07-12 16:08:52', '-73.98792419,40.74218831,2012-07-13 06:10:16', '-73.986909,40.736827,2012-07-13 20:14:04', '-73.98792419,40.74218831,2012-07-14 06:39:25', '-73.98953684,40.74123105,2012-07-14 08:19:04']",train_114
14,"['-73.98792419,40.74218831,2012-07-15 09:06:25', '-73.98792419,40.74218831,2012-07-15 10:47:42', '-73.98792419,40.74218831,2012-07-15 18:13:58', '-73.98792419,40.74218831,2012-07-16 06:53:21', '-73.98906827,40.74190438,2012-07-16 11:20:05', '-73.98792419,40.74218831,2012-07-17 06:39:40', '-73.98792419,40.74218831,2012-07-17 18:56:38', '-73.98906827,40.74190438,2012-07-18 13:13:33']",train_115
14,"['-73.98792419,40.74218831,2012-07-28 08:22:05', '-73.98906827,40.74190438,2012-07-28 12:50:52', '-73.98918103,40.74095989,2012-07-28 20:23:22', '-73.98792419,40.74218831,2012-07-29 10:10:59', '-73.98792419,40.74218831,2012-07-30 06:50:07', '-73.98906827,40.74190438,2012-07-30 13:32:55']",train_116
14,"['-73.98792419,40.74218831,2012-08-05 08:21:28', '-73.98906827,40.74190438,2012-08-05 15:45:21', '-73.98792419,40.74218831,2012-08-06 08:14:48']",train_117
14,"['-73.98792419,40.74218831,2012-08-09 07:44:28', '-73.98792419,40.74218831,2012-08-10 06:59:13', '-73.98906827,40.74190438,2012-08-10 12:19:46', '-73.98792419,40.74218831,2012-08-11 08:44:32', '-73.97935867,40.73603107,2012-08-11 09:58:48', '-73.98792419,40.74218831,2012-08-12 07:22:25', '-73.98906827,40.74190438,2012-08-12 13:08:00', '-73.98792419,40.74218831,2012-08-12 16:11:35', '-73.98906827,40.74190438,2012-08-13 13:10:16', '-73.98923842,40.74310775,2012-08-13 17:50:23', '-73.98792419,40.74218831,2012-08-14 07:20:00', '-73.98792419,40.74218831,2012-08-14 15:45:35']",train_118
14,"['-73.986909,40.736827,2012-08-17 19:50:27', '-73.98792419,40.74218831,2012-08-18 07:08:17', '-73.98906827,40.74190438,2012-08-18 13:44:34']",train_119
14,"['-73.98792419,40.74218831,2012-09-14 08:44:27', '-73.98792419,40.74218831,2012-09-15 06:37:08', '-73.98906827,40.74190438,2012-09-15 10:42:13', '-73.98792419,40.74218831,2012-09-15 17:17:40']",train_120
14,"['-73.9890892,40.74118666,2012-10-08 06:36:32', '-73.98792419,40.74218831,2012-10-08 06:37:34', '-73.98906827,40.74190438,2012-10-08 17:24:28']",train_121
14,"['-73.98792419,40.74218831,2012-10-22 07:43:51', '-73.98906827,40.74190438,2012-10-22 20:30:56', '-73.98792419,40.74218831,2012-10-23 06:31:46']",train_122
15,"['-73.972834,40.785679,2012-04-03 14:33:49', '-73.97339249,40.79300964,2012-04-03 21:14:04', '-74.00487185,40.71933912,2012-04-04 19:33:21', '-74.00274171,40.72443788,2012-04-04 19:48:15']",train_123
15,"['-73.99910343,40.76080271,2012-04-07 19:03:59', '-74.00100198,40.75671096,2012-04-07 19:31:10', '-73.97277653,40.785714,2012-04-08 12:55:28', '-74.00100198,40.75671096,2012-04-08 14:24:38']",train_124
15,"['-73.97339249,40.79300964,2012-04-10 23:31:59', '-73.99064541,40.7421523,2012-04-11 15:08:55', '-73.97272825,40.79419657,2012-04-12 09:48:31', '-73.97339249,40.79300964,2012-04-12 16:45:04', '-74.00039463,40.72628915,2012-04-12 20:16:46', '-74.00100198,40.75671096,2012-04-12 22:04:19', '-74.00150299,40.75678244,2012-04-12 22:08:35', '-73.972834,40.785679,2012-04-13 14:59:20', '-74.00695376,40.73964988,2012-04-13 23:15:05', '-74.00100198,40.75671096,2012-04-14 11:50:18', '-74.00150299,40.75678244,2012-04-14 11:51:26', '-73.995148,40.736819,2012-04-14 14:17:23', '-73.99030209,40.73753501,2012-04-14 15:02:36', '-73.98875634,40.75686224,2012-04-14 18:43:10', '-74.00274171,40.72443788,2012-04-14 20:35:20', '-73.97277653,40.785714,2012-04-15 11:49:20', '-74.00100198,40.75671096,2012-04-15 14:04:00', '-74.00150299,40.75678244,2012-04-15 14:05:37', '-73.97272825,40.79419657,2012-04-16 09:46:10']",train_125
15,"['-73.99357639,40.7507948,2012-04-18 10:14:24', '-73.97388,40.792085,2012-04-18 21:52:59', '-73.78684044,40.64088867,2012-04-19 09:26:16']",train_126
15,"['-73.78452301,40.64508936,2012-04-23 06:40:00', '-73.97339249,40.79300964,2012-04-23 18:48:30', '-73.97272825,40.79419657,2012-04-24 10:43:25', '-73.97277653,40.785714,2012-04-24 12:21:06']",train_127
15,"['-73.99030209,40.73753501,2012-04-28 15:31:33', '-74.00163991,40.73233046,2012-04-28 16:30:43', '-74.00274171,40.72443788,2012-04-28 18:07:41', '-74.00039463,40.72628915,2012-04-28 19:31:07', '-73.97277653,40.785714,2012-04-29 14:10:38', '-73.99064541,40.7421523,2012-04-29 15:18:19', '-73.99608487,40.72397123,2012-04-29 16:52:37']",train_128
15,"['-73.97339249,40.79300964,2012-05-03 16:59:59', '-73.99064541,40.7421523,2012-05-03 18:15:48', '-73.99761379,40.72144922,2012-05-03 20:03:31', '-73.972834,40.785679,2012-05-04 11:13:54', '-74.00274171,40.72443788,2012-05-04 19:15:25', '-74.00039463,40.72628915,2012-05-04 19:42:09', '-73.99188325,40.75488172,2012-05-04 22:43:06', '-73.99910343,40.76080271,2012-05-04 22:55:29', '-73.97272825,40.79419657,2012-05-05 10:45:02', '-73.97277653,40.785714,2012-05-05 14:23:36', '-73.97339249,40.79300964,2012-05-05 15:36:47', '-73.97277653,40.785714,2012-05-06 13:30:45', '-74.00274171,40.72443788,2012-05-06 18:42:22', '-74.00039463,40.72628915,2012-05-06 19:20:58', '-73.972834,40.785679,2012-05-07 12:31:20', '-73.97717535,40.75280621,2012-05-08 12:06:56', '-73.99910343,40.76080271,2012-05-08 13:58:31', '-74.00100198,40.75671096,2012-05-08 14:33:44', '-74.00887039,40.71581961,2012-05-08 20:38:34', '-74.00100198,40.75671096,2012-05-09 13:07:03']",train_129
15,"['-74.00039463,40.72628915,2012-05-10 19:17:06', '-74.00887039,40.71581961,2012-05-10 23:41:15', '-73.97272825,40.79419657,2012-05-11 09:28:53', '-74.00039463,40.72628915,2012-05-11 18:05:51', '-73.96687031,40.78086639,2012-05-12 14:55:13', '-73.99761379,40.72144922,2012-05-12 18:04:55', '-74.00274171,40.72443788,2012-05-12 18:56:15']",train_130
15,"['-73.99910343,40.76080271,2012-05-18 10:41:56', '-74.00039463,40.72628915,2012-05-18 19:53:38', '-73.99910343,40.76080271,2012-05-19 09:32:55', '-73.99782945,40.76127776,2012-05-19 10:16:56']",train_131
15,"['-73.97350073,40.77142562,2012-07-28 09:00:15', '-73.96661282,40.77792543,2012-07-28 09:39:05', '-73.97277653,40.785714,2012-07-28 10:03:49', '-73.9621067,40.72150208,2012-07-28 16:35:07', '-73.98249502,40.7751419,2012-07-28 21:08:29']",train_132
15,"['-73.99064541,40.7421523,2012-08-05 14:18:54', '-74.003804,40.72252201,2012-08-05 19:07:20', '-73.97272825,40.79419657,2012-08-06 09:32:01']",train_133
15,"['-73.97277653,40.785714,2012-08-09 08:52:03', '-73.97272825,40.79419657,2012-08-09 09:05:02', '-74.00039463,40.72628915,2012-08-09 14:01:58']",train_134
15,"['-73.98332129,40.722262,2012-08-10 21:08:46', '-73.99761379,40.72144922,2012-08-10 23:18:26', '-73.96677375,40.76147154,2012-08-11 14:42:11', '-74.00039463,40.72628915,2012-08-11 22:22:45']",train_135
15,"['-73.98672473,40.76410356,2012-09-05 12:56:36', '-73.97339249,40.79300964,2012-09-05 18:40:01', '-74.00039463,40.72628915,2012-09-05 21:15:34']",train_136
16,"['-74.03318232,40.8541298,2012-04-07 10:45:53', '-73.98887973,40.82998414,2012-04-08 01:11:22', '-74.02976274,40.91195587,2012-04-08 14:09:07', '-74.03318232,40.8541298,2012-04-09 10:18:35']",train_137
16,"['-74.03167248,40.90514483,2012-04-14 22:57:25', '-74.02976274,40.91195587,2012-04-15 11:58:53', '-74.03318232,40.8541298,2012-04-15 14:20:16', '-73.98887973,40.82998414,2012-04-15 17:20:47', '-74.03318232,40.8541298,2012-04-16 12:26:26', '-74.03318232,40.8541298,2012-04-17 10:31:18']",train_138
16,"['-73.97511005,40.86384194,2012-04-21 16:09:54', '-74.03318232,40.8541298,2012-04-21 20:34:04', '-73.98887973,40.82998414,2012-04-22 10:59:01', '-74.03318232,40.8541298,2012-04-23 10:32:57', '-74.03318232,40.8541298,2012-04-24 10:18:28', '-73.98043156,40.81614775,2012-04-24 15:00:39', '-73.97511005,40.86384194,2012-04-25 11:45:41', '-74.08986568,40.9510571,2012-04-26 07:38:04']",train_139
16,"['-73.98887973,40.82998414,2012-04-27 23:40:09', '-74.03318232,40.8541298,2012-04-28 12:04:48', '-74.03318232,40.8541298,2012-04-29 11:55:21']",train_140
16,"['-73.98887973,40.82998414,2012-05-06 20:16:17', '-74.03318232,40.8541298,2012-05-07 13:08:15', '-74.03318232,40.8541298,2012-05-08 12:09:05', '-74.03318232,40.8541298,2012-05-09 10:56:12']",train_141
16,"['-74.03318232,40.8541298,2012-05-15 19:50:30', '-73.96841526,40.90400959,2012-05-16 00:30:41', '-73.96841526,40.90400959,2012-05-16 12:29:48', '-73.97378851,40.82458439,2012-05-16 14:38:39']",train_142
17,"['-73.98555971,40.76448813,2012-04-07 17:58:49', '-73.98416519,40.76521769,2012-04-07 20:44:09', '-74.01193142,40.71267093,2012-04-07 22:49:41']",train_143
17,"['-73.99640624,40.74427917,2012-05-14 18:11:59', '-73.98850383,40.72306684,2012-05-14 19:11:42', '-74.04270172,40.71948549,2012-05-15 00:26:10']",train_144
18,"['-73.994951,40.680326,2012-04-14 15:15:27', '-73.96317959,40.66760246,2012-04-15 14:55:04', '-73.97013187,40.67367302,2012-04-15 17:07:39']",train_145
18,"['-74.1503334,40.73685215,2012-04-28 15:29:12', '-73.98128405,40.78051978,2012-04-28 20:42:53', '-73.98814227,40.74587751,2012-04-29 01:00:55', '-73.98556262,40.74828059,2012-04-29 12:02:08', '-73.97350073,40.77142562,2012-04-29 14:06:59']",train_146
18,"['-73.99020553,40.68734197,2012-05-25 13:44:34', '-73.990846,40.687147,2012-05-25 13:56:34', '-73.96994306,40.67222616,2012-05-25 15:14:59', '-73.99357639,40.7507948,2012-05-25 17:46:12']",train_147
18,"['-74.00242035,40.73438434,2012-06-04 19:23:52', '-74.001079,40.730887,2012-06-04 20:34:20', '-74.00100198,40.75671096,2012-06-05 08:35:18']",train_148
19,"['-74.04270657,40.75635511,2012-04-12 22:38:02', '-74.02547652,40.75099887,2012-04-12 22:39:24', '-74.02399614,40.77009747,2012-04-13 13:13:21', '-74.02654,40.77037447,2012-04-13 13:13:46']",train_149
19,"['-74.02654,40.77037447,2012-04-14 13:54:43', '-74.00150299,40.75678244,2012-04-14 14:19:27', '-74.0319143,40.75412688,2012-04-14 18:34:59', '-74.029347,40.74246,2012-04-15 13:23:07']",train_150
19,"['-74.02938724,40.73606359,2012-04-17 10:49:14', '-74.02913724,40.73668692,2012-04-17 11:01:04', '-74.030671,40.741503,2012-04-17 13:59:27']",train_151
19,"['-73.99944305,40.76442135,2012-04-27 10:39:12', '-74.02654,40.77037447,2012-04-27 18:04:46', '-74.05036004,40.79152859,2012-04-27 20:25:18', '-74.0319143,40.75412688,2012-04-28 19:25:04', '-74.02914872,40.75360238,2012-04-28 21:58:04']",train_152
19,"['-74.06433105,40.7308849,2012-05-01 15:13:10', '-74.02414532,40.76867279,2012-05-01 16:16:37', '-74.02777739,40.77002136,2012-05-01 18:03:32']",train_153
19,"['-74.02414532,40.76867279,2012-05-04 17:59:03', '-74.02654,40.77037447,2012-05-04 18:21:35', '-73.97698575,40.76139684,2012-05-04 18:44:13', '-74.02414532,40.76867279,2012-05-04 18:45:03', '-74.02654,40.77037447,2012-05-05 12:22:36', '-74.04604912,40.78138633,2012-05-05 14:14:06']",train_154
19,"['-74.030994,40.737147,2012-05-07 15:08:01', '-74.02414532,40.76867279,2012-05-08 12:06:21', '-74.03396264,40.77361051,2012-05-08 12:19:14', '-74.02399614,40.77009747,2012-05-08 18:13:58']",train_155
19,"['-74.02777739,40.77002136,2012-05-11 19:19:17', '-74.02654,40.77037447,2012-05-11 19:19:30', '-74.02654,40.77037447,2012-05-12 10:27:26']",train_156
19,"['-74.02654,40.77037447,2012-06-07 19:52:12', '-74.02399614,40.77009747,2012-06-08 11:13:17', '-74.02654,40.77037447,2012-06-08 11:13:48', '-74.03604984,40.74989042,2012-06-08 15:23:28', '-74.02414532,40.76867279,2012-06-09 13:13:05', '-74.02654,40.77037447,2012-06-09 13:13:24', '-74.02399614,40.77009747,2012-06-09 13:13:38', '-74.07566071,40.91733544,2012-06-09 17:52:10', '-74.07540321,40.91977148,2012-06-09 18:02:51', '-74.07471657,40.9192202,2012-06-09 18:38:34', '-74.02665138,40.75158099,2012-06-10 15:58:52', '-74.02665138,40.75158099,2012-06-10 16:01:52', '-73.99040315,40.7352825,2012-06-11 15:35:02', '-74.02654,40.77037447,2012-06-11 19:45:49', '-74.02414532,40.76867279,2012-06-12 15:21:00']",train_157
19,"['-74.11102295,40.67334754,2012-06-30 17:50:15', '-73.99469609,40.74001922,2012-06-30 18:21:26', '-74.02938724,40.73606359,2012-06-30 18:51:25', '-74.03974056,40.7235186,2012-06-30 18:52:00']",train_158
19,"['-74.17732716,40.69576976,2012-07-03 15:31:44', '-73.98231983,40.81345195,2012-07-04 13:47:59', '-73.98151362,40.78014229,2012-07-04 14:15:37', '-73.991829,40.723955,2012-07-04 14:42:33']",train_159
20,"['-73.97425175,40.67969421,2012-05-01 20:02:29', '-73.967318,40.673543,2012-05-01 22:55:50', '-73.88337152,40.64711406,2012-05-02 07:41:34']",train_160
20,"['-73.99012221,40.61919611,2012-05-15 07:11:50', '-73.967318,40.673543,2012-05-15 20:58:50', '-73.98532391,40.59694478,2012-05-16 18:40:55', '-73.99012221,40.61919611,2012-05-17 07:05:44', '-73.810405,40.733176,2012-05-17 11:26:09']",train_161
20,"['-73.88337152,40.64711406,2012-05-25 07:16:13', '-73.96677481,40.68183918,2012-05-25 16:12:32', '-74.17276191,40.6264401,2012-05-25 21:10:00']",train_162
20,"['-74.07433033,40.81348443,2012-06-03 09:54:23', '-74.06333123,40.60233803,2012-06-03 20:54:14', '-73.99012221,40.61919611,2012-06-04 06:18:45', '-73.99056411,40.61911819,2012-06-04 07:23:36', '-73.98302876,40.77222744,2012-06-04 10:10:24', '-73.98197504,40.77153602,2012-06-04 10:34:49']",train_163
21,"['-73.95218412,40.72133752,2012-10-08 04:39:36', '-73.96215395,40.80821993,2012-10-08 04:49:19', '-73.99039768,40.73709857,2012-10-08 05:01:50', '-73.98651239,40.75503607,2012-10-08 05:02:22', '-73.99658518,40.729545,2012-10-08 05:03:08', '-74.00021099,40.72714572,2012-10-08 05:11:03', '-74.00519371,40.74706189,2012-10-08 05:11:20', '-73.98571466,40.72780185,2012-10-08 05:11:45', '-73.98735166,40.72230707,2012-10-08 07:15:15', '-73.98148492,40.59464554,2012-10-08 07:15:31', '-73.99962565,40.73352249,2012-10-08 07:15:52', '-74.00273023,40.73417384,2012-10-08 07:30:11', '-73.98987293,40.71402088,2012-10-08 07:32:16', '-73.99324417,40.74143709,2012-10-08 07:32:36', '-73.9622982,40.77893666,2012-10-08 10:21:14', '-73.98647222,40.75026476,2012-10-08 10:25:11']",train_164
21,"['-73.99656773,40.70595327,2012-10-12 04:39:58', '-73.96381202,40.67163899,2012-10-12 04:42:10', '-73.98800494,40.75485026,2012-10-12 04:43:54', '-73.9622982,40.77893666,2012-10-12 05:39:21', '-74.00755405,40.74348541,2012-10-12 06:12:16', '-73.96410587,40.77361447,2012-10-12 06:16:42', '-73.98460702,40.71964855,2012-10-12 06:17:26', '-73.96922529,40.68741519,2012-10-12 06:28:20', '-74.0076309,40.740704,2012-10-12 06:46:41', '-74.0055708,40.73966463,2012-10-12 06:47:32', '-74.00669554,40.74423228,2012-10-12 06:47:57']",train_165
